URL,Domain,IP Address,Link Density,External Links Count,Internal Links Count,External IP Count,HTTP Count,HTTPS Count,Non Count,External Iframes Count,Hidden Iframes Count,Country,Organization,Certificate,Certificate Not Before,Certificate Not After,If HTTPS,Whois_country,whois_creation_date,whois_expiration_date,type
imdb.com/name/nm0769371/,imdb.com,52.94.228.167,0.0,0,0,0,0,0,0,0,0,US,Amazon,Amazon RSA 2048 M01,Aug 28 00:00:00 2024 GMT,Aug 11 23:59:59 2025 GMT,0,US,"[datetime.datetime(1996, 1, 5, 5, 0), datetime.datetime(1996, 1, 5, 5, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2026, 1, 4, 5, 0), datetime.datetime(2026, 1, 4, 0, 0, tzinfo=datetime.timezone.utc)]",benign
qrmrussia.ru,qrmrussia.ru,31.177.80.70,0.1578947368421052,3,0,0,0,3,0,0,0,Error,Error,Error,Error,Error,0,Error,Error,Error,phishing
jtecab.se,jtecab.se,62.20.146.242,0.0869565217391304,3,0,0,3,0,1,0,0,Error,Error,Error,Error,Error,0,Error,Error,Error,phishing
linkedin.com/pub/dir/donald/harvey,linkedin.com,13.107.42.14,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,Oct 14 00:00:00 2024 GMT,Apr 14 23:59:59 2025 GMT,0,US,"[datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 11, 2, 15, 38, 11), datetime.datetime(2025, 11, 2, 0, 0, tzinfo=datetime.timezone.utc)]",benign
filmannex.com/movie/1984-olympics-fencing-men-saber/21938,filmannex.com,40.66.63.152,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,,2005-07-23 03:08:24,2025-07-23 03:08:24,benign
http://pastehtml.com/view/beh3qxaqi.html,staffingsouls.com,54.204.226.176,0.0078740157480314,1,0,0,0,1,0,0,0,Error,Error,Error,Error,Error,1,US,"[datetime.datetime(2016, 2, 26, 10, 19, 53), datetime.datetime(2016, 2, 26, 5, 19, 53)]","[datetime.datetime(2025, 2, 26, 10, 19, 53), datetime.datetime(2025, 2, 26, 5, 19, 53)]",phishing
http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,codecanyon.net,104.18.34.245,0.4538461538461538,57,4,0,1,60,293,2,2,US,Google Trust Services,WE1,Oct 12 07:32:32 2024 GMT,Jan 10 08:32:28 2025 GMT,1,AU,"[datetime.datetime(2009, 10, 29, 2, 40, 57), datetime.datetime(2009, 10, 29, 2, 40, 57, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 10, 29, 2, 40, 57), datetime.datetime(2025, 10, 29, 0, 0, tzinfo=datetime.timezone.utc)]",benign
select.nytimes.com/gst/abstract.html?res=F70814F93B581A7A93CBA9178BD95F4C8385F9,select.nytimes.com,151.101.193.164,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,www.digicert.com,Mar 27 00:00:00 2024 GMT,Mar 13 23:59:59 2025 GMT,0,US,"[datetime.datetime(1994, 1, 18, 5, 0), datetime.datetime(1994, 1, 18, 5, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 19, 5, 0), datetime.datetime(2025, 1, 19, 0, 0, tzinfo=datetime.timezone.utc)]",benign
childersgaragedoor.com,childersgaragedoor.com,3.130.204.160,0.0078740157480314,1,0,0,0,1,0,0,0,Error,Error,Error,Error,Error,0,US,2017-10-12 20:36:03,"[datetime.datetime(2025, 10, 12, 20, 36, 3), datetime.datetime(2024, 10, 12, 20, 36, 3)]",phishing
http://chat-by-orkut3.blogspot.co.uk/,connor-associates.com,198.49.23.145,0.2,3,0,0,0,3,54,0,0,Error,Error,Error,Error,Error,1,US,"[datetime.datetime(2004, 1, 30, 4, 31, 28), datetime.datetime(2004, 1, 29, 23, 31, 28)]","[datetime.datetime(2026, 1, 30, 4, 31, 28), datetime.datetime(2026, 1, 29, 23, 31, 28)]",phishing
houstonfringefestival.org,houstonfringefestival.org,198.185.159.145,0.3026315789473684,6,0,0,1,5,17,0,0,US,Let's Encrypt,R10,Oct  3 08:35:33 2024 GMT,Jan  1 08:35:32 2025 GMT,0,CA,2008-04-06 16:06:57,2025-04-06 16:06:57,phishing
mylife.com/dominicbouchard,mylife.com,216.52.223.150,0.208955223880597,1,10,0,1,10,3,0,0,US,DigiCert Inc,DigiCert Global G2 TLS RSA SHA256 2020 CA1,Feb 26 00:00:00 2024 GMT,Mar 28 23:59:59 2025 GMT,0,,1997-04-22 04:00:00,2027-04-23 04:00:00,benign
https://docs.google.com/a/uwf.edu/spreadsheet/viewform?formkey=dFN1eXA1WWNMdnc2RzVxME1MQ2QtdFE6MQ,fg45fe.webcindario.com,5.57.226.202,0.037037037037037,1,0,0,0,1,0,1,1,US,Let's Encrypt,R10,Oct  4 07:52:25 2024 GMT,Jan  2 07:52:24 2025 GMT,1,,2001-02-28 12:45:04,2030-02-28 12:45:04,phishing
http://www.asideal.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,sigin.ehay.it.ws.dev.eppureart.com,208.91.197.7,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,1,AR,2009-09-11 18:07:38,2026-09-11 18:07:38,phishing
http://www.vighnahartainn.in/new/quote/,delaraujo.com.br,84.32.84.32,0.0747663551401869,8,0,0,0,8,0,0,0,US,Let's Encrypt,R10,Nov  7 15:05:10 2024 GMT,Feb  5 15:05:09 2025 GMT,1,BR,"[datetime.datetime(2024, 11, 7, 0, 0), datetime.datetime(2023, 2, 19, 0, 0), datetime.datetime(2024, 5, 19, 0, 0)]",2025-11-07 00:00:00,phishing
internetbusinesssolutionsblog.com,internetbusinesssolutionsblog.com,199.250.217.134,0.0454545454545454,0,1,0,1,0,0,0,0,US,"cPanel, LLC",cPanel ECC Domain Validation Secure Server CA 3,Nov 17 00:00:00 2024 GMT,Feb 15 23:59:59 2025 GMT,0,US,"[datetime.datetime(2009, 12, 13, 4, 41, 36), datetime.datetime(2009, 12, 12, 23, 41, 36)]","[datetime.datetime(2024, 12, 13, 4, 41, 36), datetime.datetime(2024, 12, 12, 23, 41, 36)]",phishing
filmcritic.com/features/2008/10/american-science-fiction-movies/,filmcritic.com,205.178.189.131,0.2836021505376344,6,0,0,3,3,205,0,0,Error,Error,Error,Error,Error,0,,1996-03-28 05:00:00,2025-03-29 04:00:00,benign
lentemaniapty.com,lentemaniapty.com,74.208.86.184,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Nov 11 23:15:23 2024 GMT,Feb  9 23:15:22 2025 GMT,0,PA,"[datetime.datetime(2017, 6, 29, 16, 51, 53), datetime.datetime(2017, 6, 29, 16, 59, 50)]","[datetime.datetime(2025, 6, 29, 16, 51, 53), datetime.datetime(2025, 6, 29, 10, 36, 25)]",phishing
http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete,web.tv,31.186.14.111,0.0389610389610389,0,14,0,0,14,1,0,0,US,DigiCert Inc,www.digicert.com,Nov  9 00:00:00 2023 GMT,Dec  8 23:59:59 2024 GMT,1,"['US', 'TR']","[datetime.datetime(2001, 9, 14, 12, 43, 32), datetime.datetime(2001, 9, 14, 8, 43, 32)]","[datetime.datetime(2025, 9, 14, 12, 43, 32), datetime.datetime(2025, 9, 14, 12, 43)]",benign
amazon.com/Pink-Motel-VHS-Phyllis-Diller/dp/6301930185,amazon.com,54.239.28.85,0.6,0,0,0,0,0,3,0,0,US,DigiCert Inc,DigiCert Global CA G2,Aug 26 00:00:00 2024 GMT,Jul 27 23:59:59 2025 GMT,0,US,"[datetime.datetime(1994, 11, 1, 5, 0), datetime.datetime(1994, 11, 1, 5, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 10, 31, 4, 0), datetime.datetime(2025, 10, 31, 0, 0, tzinfo=datetime.timezone.utc)]",benign
spoke.com/dir/p/desantis/nick,spoke.com,15.197.225.128,0.0,0,0,0,0,0,0,0,0,US,Arizona,Scottsdale,May 16 22:54:45 2024 GMT,May 16 22:54:45 2025 GMT,0,US,"[datetime.datetime(1996, 12, 9, 5, 0), datetime.datetime(1996, 12, 9, 0, 0)]","[datetime.datetime(2027, 12, 8, 5, 0), datetime.datetime(2027, 12, 8, 0, 0)]",benign
proguyllserv.godaddysites.com,proguyllserv.godaddysites.com,13.248.243.5,0.0,0,0,0,0,0,0,0,0,US,Arizona,Scottsdale,Sep 13 21:12:39 2024 GMT,Oct 15 21:12:39 2025 GMT,0,US,"[datetime.datetime(2013, 11, 18, 17, 8, 35), datetime.datetime(2013, 11, 18, 12, 8, 35)]","[datetime.datetime(2032, 11, 18, 17, 8, 35), datetime.datetime(2032, 11, 18, 12, 8, 35)]",phishing
law.dekante.ru,law.dekante.ru,31.28.24.112,0.0188679245283018,0,1,0,1,0,1,0,0,Error,Error,Error,Error,Error,0,Error,Error,Error,phishing
http://www.superjettravels.com/css/chaser/chaser/chase/auth/,dpic.webcindario.com,5.57.226.202,0.037037037037037,1,0,0,0,1,0,1,1,US,Let's Encrypt,R10,Oct  4 07:52:25 2024 GMT,Jan  2 07:52:24 2025 GMT,1,,2001-02-28 12:45:04,2030-02-28 12:45:04,phishing
kims.in,kims.in,144.126.252.208,0.0517473118279569,5,3,0,0,8,69,3,0,US,Let's Encrypt,R10,Nov 17 03:12:28 2024 GMT,Feb 15 03:12:27 2025 GMT,0,IN,2005-02-18 12:41:19,2025-02-18 12:41:19,phishing
octopus-prediction.com,octopus-prediction.com,185.112.248.242,0.0639225181598062,18,110,0,7,121,4,0,0,US,Let's Encrypt,R10,Oct 14 06:22:48 2024 GMT,Jan 12 06:22:47 2025 GMT,0,MK,2016-10-08 12:28:32,2025-10-08 12:28:32,phishing
en.wordpress.com/tag/j-pop/,en.wordpress.com,192.0.79.33,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,E5,Nov 13 13:10:37 2024 GMT,Feb 11 13:10:36 2025 GMT,0,US,"[datetime.datetime(2000, 3, 3, 12, 13, 23), datetime.datetime(2000, 3, 3, 12, 13, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2033, 3, 3, 12, 13, 23), datetime.datetime(2033, 3, 3, 0, 0, tzinfo=datetime.timezone.utc)]",benign
yidio.com/celebrity/ted+lange,yidio.com,104.22.48.193,0.1666666666666666,2,112,0,0,114,2,0,0,US,Let's Encrypt,E5,Oct 24 08:31:50 2024 GMT,Jan 22 08:31:49 2025 GMT,0,US,2008-01-11 01:55:47,2030-01-11 01:55:47,benign
rupeewiz.com,rupeewiz.com,216.10.246.88,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct  1 09:48:43 2024 GMT,Dec 30 09:48:42 2024 GMT,0,US,"[datetime.datetime(2015, 6, 4, 16, 11, 28), datetime.datetime(2015, 6, 4, 11, 11, 28)]","[datetime.datetime(2025, 6, 4, 16, 11, 28), datetime.datetime(2025, 6, 4, 11, 11, 28)]",phishing
acppromotions.ca,acppromotions.ca,172.96.186.154,0.0523560209424083,10,10,0,0,20,30,6,0,US,Let's Encrypt,R11,Nov  5 16:03:18 2024 GMT,Feb  3 16:03:17 2025 GMT,0,Error,Error,Error,phishing
audacitytobeyou.com,audacitytobeyou.com,108.167.140.106,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R11,Nov 23 08:57:20 2024 GMT,Feb 21 08:57:19 2025 GMT,0,US,"[datetime.datetime(2015, 1, 25, 7, 22, 36), datetime.datetime(2015, 1, 25, 2, 22, 36)]","[datetime.datetime(2025, 1, 25, 7, 22, 36), datetime.datetime(2025, 1, 25, 2, 22, 36)]",phishing
stewstew.com/,stewstew.com,34.205.242.146,0.0078740157480314,1,0,0,0,1,0,0,0,Error,Error,Error,Error,Error,0,US,2017-03-17 18:06:39,2025-03-17 18:06:39,benign
connor-associates.com,connor-associates.com,198.49.23.145,0.2,3,0,0,0,3,54,0,0,Error,Error,Error,Error,Error,0,US,"[datetime.datetime(2004, 1, 30, 4, 31, 28), datetime.datetime(2004, 1, 29, 23, 31, 28)]","[datetime.datetime(2026, 1, 30, 4, 31, 28), datetime.datetime(2026, 1, 29, 23, 31, 28)]",phishing
uk.linkedin.com/pub/steve-rubenstein/8/718/755,uk.linkedin.com,13.107.246.41,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,Nov 22 00:00:00 2024 GMT,May 22 23:59:59 2025 GMT,0,US,"[datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 11, 2, 15, 38, 11), datetime.datetime(2025, 11, 2, 0, 0, tzinfo=datetime.timezone.utc)]",benign
ech.cwru.edu/ech-cgi/article.pl?id=PGS,ech.cwru.edu,129.22.108.56,0.0875232774674115,17,0,0,0,15,31,1,1,US,Internet2,InCommon ECC Server CA 2,Jul 24 00:00:00 2024 GMT,Jul 24 23:59:59 2025 GMT,0,Error,Error,Error,benign
sportsposterwarehouse.com/items_388__grandprixclassicscoll.html,sportsposterwarehouse.com,23.227.38.32,0.1396396396396396,8,3,0,0,11,19,0,0,US,Google Trust Services,WE1,Oct  2 09:36:42 2024 GMT,Dec 31 09:36:41 2024 GMT,0,,2003-04-10 19:02:51,2027-04-10 19:02:51,benign
newservoppl.it,newservoppl.it,199.191.50.184,0.0,0,0,0,0,0,0,0,0,AT,ZeroSSL,ZeroSSL ECC Domain Secure Site CA,Oct 17 00:00:00 2024 GMT,Jan 15 23:59:59 2025 GMT,0,Error,Error,Error,phishing
allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,allensarchiveofearlyoldcountrymusic.blogspot.com,64.233.180.132,0.2615039281705948,43,98,0,125,16,89,0,0,US,Google Trust Services,WR2,Oct 21 08:37:38 2024 GMT,Jan 13 08:37:37 2025 GMT,0,Error,Error,Error,benign
gaming.wikia.com/wiki/Backbreaker_(video_game),gaming.wikia.com,151.101.128.194,0.4015151515151515,62,0,0,0,54,50,1,1,US,Let's Encrypt,R11,Oct  2 12:47:05 2024 GMT,Dec 31 12:47:04 2024 GMT,0,,2003-12-09 00:08:32,2026-12-09 00:08:32,benign
pronology.com,pronology.com,107.180.116.14,0.2464589235127478,51,29,0,0,80,3,0,0,US,Arizona,Scottsdale,Jul  8 16:35:47 2024 GMT,Aug  9 16:35:47 2025 GMT,0,US,"[datetime.datetime(2011, 9, 29, 6, 8, 59), datetime.datetime(2011, 9, 29, 1, 8, 59)]","[datetime.datetime(2025, 9, 29, 6, 8, 59), datetime.datetime(2025, 9, 29, 1, 8, 59)]",phishing
http://pastehtml.com/view/becfe7at0.html,e2i.com.br,198.136.59.49,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct  9 20:51:32 2024 GMT,Jan  7 20:51:31 2025 GMT,1,BR,"[datetime.datetime(2024, 10, 7, 0, 0), datetime.datetime(1998, 8, 16, 0, 0)]",2025-10-07 00:00:00,phishing
yougabsports.com/pt/The-Almost-All-Time-San-Diego-Chargers/blog.htm,yougabsports.com,162.0.209.156,0.0666666666666666,1,0,0,1,0,1,0,0,Error,Error,Error,Error,Error,0,ID,2023-04-22 18:24:53,2025-04-22 18:24:53,benign
residence-mgr-bourget.ca,residence-mgr-bourget.ca,72.10.160.82,0.0978593272171253,31,0,0,0,31,1,1,0,Error,Error,Error,Error,Error,0,Error,Error,Error,phishing
http://pastehtml.com/view/ba0oegqua.html,naajm.com,67.20.113.97,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,1,US,"[datetime.datetime(2001, 12, 23, 21, 15, 22), datetime.datetime(2001, 12, 23, 16, 15, 22)]","[datetime.datetime(2024, 12, 23, 21, 15, 22), datetime.datetime(2024, 12, 23, 16, 15, 22)]",phishing
http://www.bendingtheweb.com/folder/ppl/MyAccount/Update/,pintofview.it,104.247.82.50,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Sep 13 18:32:11 2024 GMT,Dec 12 18:32:10 2024 GMT,1,Error,Error,Error,phishing
benmeadowcroft.com/reports/corbato/,benmeadowcroft.com,104.21.31.43,0.0314790858128503,24,119,0,15,128,3,0,0,US,Google Trust Services,WE1,Oct 19 12:21:16 2024 GMT,Jan 17 12:21:15 2025 GMT,0,GB,2001-11-02 13:44:42,2025-11-02 13:44:42,benign
washingtonexaminer.com/news/2011/11/safrica-top-politician-faces-bribery-accusations?category=18,washingtonexaminer.com,104.18.4.91,0.0319148936170212,1,1,0,0,2,1,0,0,US,Google Trust Services,WE1,Nov 19 09:40:53 2024 GMT,Feb 17 10:40:51 2025 GMT,0,US,"[datetime.datetime(2006, 4, 2, 18, 7, 10), datetime.datetime(2006, 4, 2, 13, 7, 10)]","[datetime.datetime(2025, 4, 2, 18, 7, 10), datetime.datetime(2025, 4, 2, 13, 7, 10)]",benign
mueblesrustiko.com,mueblesrustiko.com,81.46.202.52,0.1428571428571428,0,1,0,1,0,21,0,0,Error,Error,Error,Error,Error,0,,2002-01-25 08:46:58,2025-01-25 08:46:57,phishing
yourbittorrent.com/?q=anthony-hamilton-soulife,yourbittorrent.com,104.31.16.119,0.2,0,0,0,0,0,23,0,0,US,Google Trust Services,WE1,Oct  8 07:32:44 2024 GMT,Jan  6 07:32:43 2025 GMT,0,BS,2005-10-25 18:59:07,2025-10-25 18:59:07,benign
amazon.com/Born-Losers/dp/B002ZW6YX8,amazon.com,54.239.28.85,0.6,0,0,0,0,0,3,0,0,US,DigiCert Inc,DigiCert Global CA G2,Aug 26 00:00:00 2024 GMT,Jul 27 23:59:59 2025 GMT,0,US,"[datetime.datetime(1994, 11, 1, 5, 0), datetime.datetime(1994, 11, 1, 5, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 10, 31, 4, 0), datetime.datetime(2025, 10, 31, 0, 0, tzinfo=datetime.timezone.utc)]",benign
http://www.cartasi.it.qhlkjfadpaz.kfdfbra2imp9ol5rzybsujxjwwkdma3m.gwrhes0m5plj1frqdszx3mxpi8sk9lxf.totallytech.it/gtwpages/,tvforumbd.com,148.72.177.12,0.1429738562091503,7,155,0,0,162,12,4,1,US,Let's Encrypt,R11,Nov 15 15:49:58 2024 GMT,Feb 13 15:49:57 2025 GMT,1,US,2022-06-25 16:20:23,2025-06-25 16:20:23,phishing
youtube.com/watch?v=mwpoPQ1SPJU,youtube.com,172.253.63.190,0.4054054054054054,1,8,0,0,9,6,1,0,US,Google Trust Services,WR2,Oct 21 08:36:57 2024 GMT,Jan 13 08:36:56 2025 GMT,0,US,"[datetime.datetime(2005, 2, 15, 5, 13, 12), datetime.datetime(2005, 2, 15, 5, 13, 12, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 15, 5, 13, 12), datetime.datetime(2025, 2, 15, 0, 0, tzinfo=datetime.timezone.utc)]",benign
cesartech.com,cesartech.com,3.19.116.195,0.0078740157480314,1,0,0,0,1,0,0,0,Error,Error,Error,Error,Error,0,US,2020-11-21 19:15:51,"[datetime.datetime(2025, 11, 21, 19, 15, 51), datetime.datetime(2024, 11, 21, 19, 15, 51)]",phishing
flow.lawyerisnearme.com,flow.lawyerisnearme.com,216.114.78.207,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,US,"[datetime.datetime(2015, 11, 6, 22, 20, 56), datetime.datetime(2015, 11, 6, 17, 20, 56)]","[datetime.datetime(2026, 11, 6, 22, 20, 56), datetime.datetime(2026, 11, 6, 17, 20, 56)]",phishing
awakeningthenations.com,awakeningthenations.com,107.154.146.140,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,,2014-08-26 21:54:35,2025-08-26 21:54:35,phishing
http://www.com-turning.com/-------s/16c33f4771a2d188af8b5b9ec905617b/login.php,industrie-led.de,109.237.138.46,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,1,Error,Error,Error,phishing
cyndislist.com/us/pa/counties,cyndislist.com,172.67.70.179,0.4977973568281938,15,1,0,5,11,95,0,0,US,Google Trust Services,WE1,Nov  6 01:43:07 2024 GMT,Feb  4 01:43:06 2025 GMT,0,,1997-12-01 05:00:00,2029-11-30 05:00:00,benign
myspace.com/amyryan07,myspace.com,34.111.176.156,0.0582329317269076,2,0,0,0,2,50,0,0,US,Arizona,Scottsdale,Jul 30 18:05:36 2024 GMT,Aug 31 18:05:36 2025 GMT,0,US,"[datetime.datetime(1996, 2, 22, 5, 0), datetime.datetime(1996, 2, 22, 0, 0)]","[datetime.datetime(2029, 2, 23, 5, 0), datetime.datetime(2029, 2, 23, 0, 0)]",benign
facebook.com/pages/Sergio-Vitanza-Belgrave/179652016207,facebook.com,31.13.88.35,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,www.digicert.com,Sep  3 00:00:00 2024 GMT,Dec  2 23:59:59 2024 GMT,0,US,1997-03-29 05:00:00,2033-03-30 04:00:00,benign
llbfarm.com,llbfarm.com,50.63.8.175,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,US,"[datetime.datetime(2011, 9, 8, 16, 2, 10), datetime.datetime(2011, 9, 8, 11, 2, 10)]","[datetime.datetime(2025, 5, 1, 11, 59, 59), datetime.datetime(2025, 5, 1, 6, 59, 59)]",phishing
es.wowhead.com,es.wowhead.com,3.161.188.59,0.1923076923076923,2,0,0,0,2,1,1,1,US,Amazon,Amazon RSA 2048 M03,Sep 21 00:00:00 2024 GMT,Oct 20 23:59:59 2025 GMT,0,GB,2005-12-15 18:35:28,2025-12-15 18:35:28,phishing
jemcoatings.com,jemcoatings.com,74.220.199.9,0.3725490196078431,16,0,0,3,13,3,1,0,Error,Error,Error,Error,Error,0,,2007-12-12 21:47:29,2025-12-12 21:47:29,phishing
factmonster.com/ce6/people/A0809182.html,factmonster.com,151.101.129.193,0.221327967806841,7,1,0,0,8,102,1,1,GB,Greater Manchester,Salford,Sep 25 00:00:00 2024 GMT,Sep 14 23:59:59 2025 GMT,0,US,"[datetime.datetime(2000, 3, 2, 22, 8, 52), datetime.datetime(2000, 3, 2, 17, 8, 52)]",2025-03-02 22:08:52,benign
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/7878b6c73a111cd7dd00e3805ca66f72/,horde.square7.ch,162.55.0.137,0.1621621621621621,10,0,0,0,10,2,0,0,US,Let's Encrypt,R11,Nov 10 22:54:13 2024 GMT,Feb  8 22:54:12 2025 GMT,1,Error,Error,Error,phishing
visionaryproperties.com,visionaryproperties.com,74.118.120.220,0.3118971061093247,55,0,0,1,54,123,0,0,US,Let's Encrypt,R11,Sep 30 00:15:14 2024 GMT,Dec 29 00:15:13 2024 GMT,0,US,"[datetime.datetime(2007, 5, 5, 16, 10, 38), datetime.datetime(2007, 5, 5, 11, 10, 38)]","[datetime.datetime(2026, 5, 5, 16, 10, 38), datetime.datetime(2026, 5, 5, 11, 10, 38)]",phishing
http://www.id-app7.net/identify-customer=3KyLyRTvbpm4p4sbMbDMB9BBjFAEvNSCrIME51J0yHmtj9885ZKRBDjUuVs4WT1NniP2qiLBWCLwhME9WhH89cEeDQx8G3Rksmcc/,essentialinsanity.com,64.182.134.208,0.020985401459854,6,0,0,0,6,17,0,0,US,Let's Encrypt,R10,Oct 17 11:55:25 2024 GMT,Jan 15 11:55:24 2025 GMT,1,US,"[datetime.datetime(2002, 8, 21, 2, 13, 48), datetime.datetime(2002, 8, 20, 21, 13, 48)]","[datetime.datetime(2025, 8, 21, 2, 13, 48), datetime.datetime(2025, 8, 20, 21, 13, 48)]",phishing
uxconnect.org,uxconnect.org,198.54.116.170,0.0265557510798272,97,14,0,47,64,55,0,0,GB,Greater Manchester,Salford,Aug 21 00:00:00 2024 GMT,Aug 21 23:59:59 2025 GMT,0,US,2016-07-22 20:39:48,2025-07-22 20:39:48,phishing
euroshtory.ru,euroshtory.ru,31.31.205.163,0.447867298578199,23,0,0,0,22,167,0,0,Error,Error,Error,Error,Error,0,Error,Error,Error,phishing
kjsdi.kalphinc.com,kjsdi.kalphinc.com,104.198.58.34,0.03954802259887,6,0,0,0,6,1,0,0,Error,Error,Error,Error,Error,0,US,"[datetime.datetime(2017, 12, 12, 17, 7, 44), datetime.datetime(2017, 12, 12, 17, 7)]",2024-12-12 17:07:44,phishing
fanpop.com/spots/jun-matsumoto/images,fanpop.com,184.105.132.107,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct 28 18:42:28 2024 GMT,Jan 26 18:42:27 2025 GMT,0,,2006-02-05 01:59:58,2029-02-05 01:59:58,benign
en.wikipedia.org/wiki/KBWF,en.wikipedia.org,208.80.154.224,0.21875,15,4,0,0,16,54,0,0,US,Let's Encrypt,E6,Oct 15 02:51:23 2024 GMT,Jan 13 02:51:22 2025 GMT,0,US,2001-01-13 00:12:14,2025-01-13 00:12:14,benign
http://thenextweb.com/insider/2014/10/29/unbabel-integrates-mailchimp-offer-translation-service-promotional-emails/gtm.js/gtm.start,thenextweb.com,151.101.66.46,0.0,0,0,0,0,0,0,0,0,US,Certainly,Certainly Intermediate R1,Nov  6 08:31:54 2024 GMT,Dec  6 08:31:53 2024 GMT,1,IS,2008-08-02 19:06:27,2025-08-02 19:06:27,benign
http://carollopatin.com/wp-content/uploads/Trulia/index.htm,furtbaechler.ch,94.130.87.4,0.0135135135135135,1,0,0,0,1,0,0,0,US,Let's Encrypt,R10,Nov 14 03:39:18 2024 GMT,Feb 12 03:39:17 2025 GMT,1,Error,Error,Error,phishing
espn.go.com/college-football/team/_/id/2306/kansas-state-wildcats,espn.go.com,18.165.83.78,0.0,0,0,0,0,0,0,0,0,GB,Greater Manchester,Salford,Nov 14 00:00:00 2024 GMT,Nov 14 23:59:59 2025 GMT,0,US,"[datetime.datetime(1998, 1, 9, 5, 0), datetime.datetime(1998, 1, 9, 0, 0)]",2025-01-08 05:00:00,benign
eagletribune.com/obituaries/x1305242071/Matilda-Sirois-81,eagletribune.com,192.104.182.209,0.0,0,0,0,0,0,0,0,0,US,Google Trust Services,WR1,Oct 17 17:10:54 2024 GMT,Jan 15 17:10:53 2025 GMT,0,US,1995-02-25 05:00:00,2025-02-26 05:00:00,benign
cloudfrontage.com,cloudfrontage.com,3.33.251.168,0.032258064516129,1,0,0,0,1,0,0,0,US,Arizona,Scottsdale,Sep 21 00:46:11 2024 GMT,Sep 21 00:46:11 2025 GMT,0,US,"[datetime.datetime(2012, 3, 28, 18, 57, 57), datetime.datetime(2012, 3, 28, 13, 57, 57)]","[datetime.datetime(2025, 3, 28, 18, 57, 57), datetime.datetime(2025, 3, 28, 13, 57, 57)]",phishing
padmapper.com/search/apartments/Quebec/Montreal-est/,padmapper.com,107.21.151.119,0.0,0,0,0,0,0,0,0,0,US,Amazon,Amazon RSA 2048 M03,Oct 14 00:00:00 2024 GMT,Nov 12 23:59:59 2025 GMT,0,IS,2008-11-14 05:18:36,2033-11-14 05:18:36,benign
amronail.com,amronail.com,194.28.172.92,0.1150341685649202,10,2,0,1,11,89,0,0,US,Let's Encrypt,E5,Sep 26 06:38:07 2024 GMT,Dec 25 06:38:06 2024 GMT,0,UA,2008-07-15 11:10:56,2025-07-15 11:10:56,phishing
tripadvisor.com/ShowUserReviews-g57417-d1013388-r21219909-Mulligan_s-Stratton_Mountain_Vermont.html,tripadvisor.com,151.101.194.28,0.0,0,0,0,0,0,0,0,0,BE,GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,May 23 15:37:05 2024 GMT,Jun 24 13:36:06 2025 GMT,0,US,"[datetime.datetime(1999, 3, 23, 5, 0), datetime.datetime(1999, 3, 23, 0, 0)]",2025-03-23 04:00:00,benign
